product_name,product_id,item_id,offer_lifecycle_status,product_lifecycle_status,source,status,request_id,product_short_description,product_long_description,abstract_product_id,product_class_type,product_type,primary_shelf,all_shelves,reporting_hierarchy,ironbank_category,source_id,bundle_type,bundle_group_id,gtin,upc,item_class_id,product_version,created_at,updated_at,request_batch_id
"Godiva Chocolatier Godiva  Dark Chocolate, 3.1 oz",67YPPIN9PSI1,54806924,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/031290113125/23348/23349,"Dark Chocolate, Sea Salt, Box 3.1 OZ Dark chocolate with a hint of sea salt. Belgium 1926. New. Delicious 50% cacao dark chocolate blended with sea salt harvested in Guerande, France, known for its pure sea salt. Partially produced with genetic engineering. www.godiva.com.  To ensure product quality, please keep this package stored in a cool place, at or below 65 degrees F (18 degrees C). May contain tree nuts. Do not purchase if open or torn. 3.1 oz (90 g) New York, NY 10001","<ul><li>Dark Chocolate, Sea Salt</li><li>Dark chocolate with a hint of sea salt. Belgium 1926. New. Delicious 50% cacao dark chocolate blended with sea salt harvested in Guerande, France, known for its pure sea salt. Partially produced with genetic engineering. www.godiva.com.</li></ul>",,,Chocolate Candy,Shop All Chocolate,Shop All Chocolate,CHOCOLATE,Food & Beverage,031290113125,,,00031290113125,031290113125,1,1573675317158,9/22/2016 9:51:48 AM,11/13/2019 8:01:57 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:031290113125.json
"Clovelly Lowball Whiskey Glasses, 8 Pc. Set, 10.6 ounce Short Drinking Glassware for Liquor, Bourbon, Rye, or Beer, Elegant Drinkware for Men or Women, Dishwasher Safe",2N1E2P7BW4LS,363138749,ACTIVE,ACTIVE,,PRODUCT_ERROR,PIG-B85FD74AE83B4D99BFF0F2D989FA93AC@AQMBAQA/EX-7YPD-JHI0/0,"<p>These beautiful lowball whiskey glasses let you enjoy a whiskey on the rocks, evening bourbon, or delicious scotch with true style.<br><br>Whether you love your whiskey on the rocks or straight up the right glass can make all the difference, especially if you’re hosting friends who also enjoy a delicious drink after a long, tough day at work. That’s why we created these stunning Clovelly Whiskey Glasses that boast an intricate design, well balanced feel, and style that’s unmatched.<br><br>Perfect for holding just the right amount of alcohol, and even a few ice cubes, these whisky glasses are sure to make your experience more fun and relaxing with every sip. Get them today and put a little extra style and sophistication into every glass of your favorite evening delight.<br><br>Product Details:<br><br>Premium Whisky Drink Glasses (8 Pc. Set)<br><br>Sophisticated Textured Design<br><br>Kitchen and Dining Room Use<br><br>Thick Borosilicate Glass (No BPA)<br><br>Durable with Wide, Stable Base<br><br>Volume: 10.6 oz. (Each)<br><br>Dishwasher Safe<br><br>Trusted Quality Assurance<br><br><br>Enjoy a stiff drink or a whiskey on the rocks with these premium lowball whiskey glasses from Clovelly by clicking Add to Cart above now to get yours.</p>","<ul><li>Short Whiskey Glasses Set – Perfect for enjoying a stiff drink after work or sharing in good conversations with friends this set of 8 whiskey glasses is made for style and class.</li><li>Beautifully Intricate Details – Crafted with heavy duty borosilicate glass each rye whiskey glass features a trendy, textured design that enhances the sophisticated look and feel.</li><li>All Purpose Liquor Glasses – Our lowball glasses for whiskey can also be used for other adult beverage favorites like beer, bourbon, rye, scotch, or wine, as well as water or soda.</li><li>Dishwasher Safe Durability – This glassware is stain and odor resistant, thicker for added strength and resilience, and features a wide base to help prevent spills or tipping.</li><li>Handsome Gift Choice – A wonderful birthday, anniversary, holiday or Christmas gift for men these 10.6 ounce drinking glasses make a great addition to their personal collection.</li></ul>",,,Glassware & Drinkware,Drinking Glasses,"Beer & Wine Glasses, Drinking Glasses, Non Alcoholic Beer",HOME MISC L4,"Home Decor, Kitchen, & Other",EX-7YPD-JHI0,,,00850010410012,850010410012,1,1573675317098,11/6/2019 9:16:54 PM,11/13/2019 8:01:57 PM,B85FD74AE83B4D99BFF0F2D989FA93AC@AQMBAQA
USB CHARGING STATION 4 USBA 1 USB C,50BUH3VSIWVA,293081541,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-85814c6a-4a4c-41a5-bcc7-782ef03d669e/S22428136/33/112347,USB CHARGING STATION 4 USBA 1 USB C,"<body><p><b>Key Features and Benefits:</b></p><ul><li><b>Portable USB charging station charges up to 5 devices at the same time</b><br />At home or in the office, this USB charging station provides enough power and ports to keep your devices at 100% capacity. No more peering behind furniture to find an available outlet or unplugging one device to charge another. This compact charging station charges up to five devices at the same time, including smartphones, tablets, MacBooks, Chromebooks and Amazon Kindles, at a maximum of 110W. It doesn&apos;t require a computer, so you can take it anywhere AC power is available.</li><li><b>Provides plenty of juice for charging with auto-sensing technology</b><br />Four BC 1.2-compliant USB-A ports are split into two banks, each capable of delivering up to 5V 2.4A (12W) of power - enough for fast-charging smartphones, tablets and other mobile devices. Built-in auto-sensing lets the port detect the connected device and automatically adjust the required power level accordingly for optimum charge and compatibility. For devices that are even more powerful, the USB-C port provides up to 20V 4.3A (86W) for battery-intensive devices like the MacBook Pro or Chromebook Pixel. The USB-C port supports PD 3.0 Charging, which is up to four times faster than conventional USB charging.</li><li><b>USB-IF certification ensures rigorous testing and top-of-the-line performance</b><br />This cable meets the high standards of USB-IF. Receiving USB-IF certification means the U280-005-WS4C1 meets the industry&apos;s highest environmental, mechanical and electrical standards. It operates with your USB peripherals, adapters and cables with top efficiency and safety.</li><li><b>Easy to use with the included power cord</b><br />To charge your USB devices, simply plug the included four-foot power cord into any standard AC outlet, and connect your devices to the available USB ports. The charger protects against overheating, overcurrent and overcharging - in fact, it stops charging as soon as your devices&apos; batteries reach capacity.</li></ul></body>",,,Electronics Docks & Cradles,All Tablet Accessories,All Tablet Accessories,ELECTRONICS MISC L4,Computer Components,"037332241030, 1328296187",,,00037332241030,037332241030,1,1573675316985,10/31/2019 9:38:40 PM,11/13/2019 8:01:56 PM,85814c6a-4a4c-41a5-bcc7-782ef03d669e:TableData_Category_MG.csv
"Atlantic International Cora  Chopped Clams, 51 oz",3YTS91R0RCB9,164371701,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/026662830540/30615/30616,"Chopped Clams 51 oz (3 lb 3 oz) 1.445 kg   Refrigerate after opening.  51 oz (3 lb 3 oz) 1.445 kg Utica, NY 13501",Cora,,,Canned & Jarred Seafood,Tuna & Seafood,Tuna & Seafood,CANNED MEATS AND SEAFOOD,Food & Beverage,"026662830540, 3YTS-91R0-RCB9",,,00026662830540,026662830540,1,1573675316867,5/9/2016 6:35:06 PM,11/13/2019 8:01:56 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:026662830540.json
"ION Designed for both in car and action use,you can track your journey with one",38WY2SDG0BTP,166712967,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-85814c6a-4a4c-41a5-bcc7-782ef03d669e/S13502643/31/108944,"ION Designed for both in car and action use,you can track your journey with one","Choose the ultra-rugged and easy to use iON Adventure Video Camera to capture images for posterity. It is perfect for capturing extremely sharp and very clear videos in any fast-paced setting. It features a 8MP CMOS Image Sensor that can take stunningly detailed snapshots or record videos in fluid 1080p HD quality. This rugged camera is waterproof and can withstand high impact shocks and bumps. Through its H.264 compression technology, the videos are compressed into H.264 format to save storage space. With its USB 2.0 interface, you can easily transfer files to your computer. Order the iON Adventure Video Camera right away.",,,Automotive Specialty Parts,Replacement Auto Parts,Replacement Auto Parts,OTHER PARTS,Electronics,811233020051,,,00811233020051,811233020051,1,1573675316719,4/20/2016 3:43:27 PM,11/13/2019 8:01:56 PM,85814c6a-4a4c-41a5-bcc7-782ef03d669e:TableData_Category_JD.csv
"Lifeway Kefir Fat Free Mixed Berry Protein Milk, 16 Oz.",2DNYEL5NR97J,699421106,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/017077171168/29097/29098,"Kefir, Mixed Berry, Probiotic, Protein, Non Fat, Bottle 16 OZ Nonfat cultured milk smoothie. With other natural flavors. Probiotic. 40 g protein per bottle. Vit. A & D. 12 live + active probiotic cultures. Lightly sweetened with only 8 g added sugar. Add protein kefir to your workout. Consume: Consume within 30 minutes after working out. Absorb: Carbohydrates aid in protein absorption. Recover: 1:1 carbohydrate to protein aids in muscle recovery. Drink. Blend. Eat. 12 Live & Active Kefir Cultures: L. reuteri; L. casei; L. lactis; L. acidophilus; B. lactis; L. rhamnosus; B. bacterium breve; S. diacetylactis; B. bacterium longum; leuconostoc cremoris; S. florentinus; L. plantarum. Naturally cultured after pasteurization to ensure 100% live and active kefir cultures. Grade A. Contains live and active cultures. National Kefir Association. Certified gluten-free. National Kefir Association. LifewayKefir.com. Facebook. Twitter. Pinterest. Instagram. BPA free packaging. Made with renewable energy. Please recycle.  Shake well before opening. Shake really well. Fresh until the expiration date stamped on the bottle, regardless of when you open it. Keep refrigerated. Contains milk. 16 fl oz (0.5 quart) 473 ml Morton Grove, IL 60053  2015, Lifeway Foods Inc.","<ul><li>Protein Kefir, Mixed Berry</li><li>Nonfat cultured milk smoothie. With other natural flavors. Probiotic. 40 g protein per bottle. Vit. A & D. 12 live + active probiotic cultures. Lightly sweetened with only 8 g added sugar. Add protein kefir to your workout. Consume: Consume within 30 minutes after working out. Absorb: Carbohydrates aid in protein absorption. Recover: 1:1 carbohydrate to protein aids in muscle recovery. Drink. Blend. Eat. 12 Live & Active Kefir Cultures: L. reuteri; L. casei; L. lactis; L. acidophilus; B. lactis; L. rhamnosus; B. bacterium breve; S. diacetylactis; B. bacterium longum; leuconostoc cremoris; S. florentinus; L. plantarum. Naturally cultured after pasteurization to ensure 100% live and active kefir cultures. Grade A. Contains live and active cultures. National Kefir Association. Certified gluten-free. National Kefir Association. LifewayKefir.com. Facebook. Twitter. Pinterest. Instagram. BPA free packaging. Made with renewable energy. Please recycle.</li></ul>",,,Kefir & Yogurt Drinks,Yogurt & Yogurt Drinks,Yogurt & Yogurt Drinks,YOGURT,Food & Beverages,017077171168,,,00017077171168,017077171168,1,1573675316551,7/4/2017 1:38:15 AM,11/13/2019 8:01:56 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:017077171168.json
DODOING Womens Plus Size Spaghetti Strap Backless V Neck Cover Up Beach Dress Bikini Cover Up Multiple Colour,1THR5W2WYQ4J,686972254,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,AE2-CET-7078cfc4-064f-11ea-a137-fa163e242f49-MARKETPLACE_PARTNER#9c59ee97-c7fa-4590-9b0e-97bf8ce93add#E62003353-USA-TYA,"<h4>If you love your sleeveless dress but don't like to show your upper arms and shoulders much and wanted a super light layer of coverage? This cover up is prefect.It ideal to wear it over a swimsuit or add it to a plain shirt and shorts to spice it up!</h4>High Quality -- This womens plus size spaghetti beach bikini wrap is made of 100% polyamide fibre. Soft and comfortable,give you an unprecedented level of comfort.<br>Fashionable and beautiful -- Our women's plus size strap beach cover up, its V neck and backless to making you look very fashionable and beauty.<br>Multi-functional design -- This plus size backless strap swimsuit cover up is multi-functional design.Use it as a backless beach dress or a bikini cover up.<br>Protect your skin -- This womens plus size spaghetti swimsuit cover up,long wrap dress that protects your skin from direct sunlight.<br>Occasions -- The plus size spaghetti beach bikini wrap perfect for a Sea side, beach, poolside or pool party. You will have a delight leisure time dressing in this sexy and fashionable women's plus size strap bikini cover up.<br><h4>Product description:</h4>-Material:100% Polyamide Fibre<br>-Size:L,XL,2XL,3XL,4XL,5XL<br>-Color:Black,Pink,Dark grey,Wine red,Purple,Purplish blue,Army green<br>-Design:V neck, underwire, spaghetti straps,fashion solid color<br>-Package Contents: 1 X Womens  Swimsuit Cover-up<br><h3>NOTE: It's Asia size, run much small, please order 1-2size up, or please check the measurement chart carefully before you buy the item.Please note that slight color difference should be acceptable due to the light and screen.(1 inch = 2.54 cm)</h3>[L]--Bust38&quot;Length 54.3&quot; Waist31&quot;Shoulder15.5&quot;Hip42&quot; <br>[XL]--Bust40&quot; Length  54.3&quot; Waist33&quot; Shoulder15.7&quot; Hip44&quot; <br>[2XL]--Bust41&quot; Length 54.7&quot; Waist 35&quot; Shoulder16&quot; Hip46&quot;<br>[3XL]--Bust44&quot; Length 54.7&quot; Waist37&quot; Shoulder17&quot; Hip48&quot; <br>[4XL]--Bust 46&quot; Length  55&quot; Waist39&quot; Shoulder17.7&quot;Hip49&quot; <br>[5XL]--Bust48&quot; Length 55&quot; Waist 41&quot; Shoulder18&quot; Hip51&quot; <br><h4>Note:</h4><p>1.Please check our size chart (instead of Walmart's) before purchase!<br>2.Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures.<br>3.Manual measurement may have 1-2 cm error. Please understand.<br>","<li>Unique cross V Neck design and Sexy Backless Style</li><li>Light Weighted, Breathable, Soft And Comfortable,Color not easy to fade</li><li>Avoid expose directly by sunlight, protect skin and very cool with open front design</li><li>Multi-functional design makes it incredibly convenient and easy to style and wear</li><li>Good choice for beach, vacation, holidays, swimming pool party and so on</li>",,,Swimwear Cover-Ups,Womens Swimwear,Womens Swimwear,FASHION MISC L4,Clothing,603765574207,,,00603765574207,603765574207,1,1573675322269,11/13/2019 1:29:13 PM,11/13/2019 8:01:56 PM,
HP Sprocket Plus Black,5MS29EF9VEP5,56272199,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-85814c6a-4a4c-41a5-bcc7-782ef03d669e/S20086957/31/109374,HP - Sprocket 2-in-1 Photo Pri,1,,,Printers & All-in-Ones,HP Printers,HP Printers,PRINTERS AND SCANNERS,Electronics,"191628726905, 928425",,,00191628726905,191628726905,1,1573675316296,1/31/2018 4:02:20 PM,11/13/2019 8:01:56 PM,85814c6a-4a4c-41a5-bcc7-782ef03d669e:TableData_Category_JD.csv
Winters WIN67562 Transmission Roller Slide Thrust Bearing,3E4MQYLTU38I,361314316,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/028400675215/30082/30083,<p>Motor State Distributing has set the pace for high&#45;performance automotive components for racing&#44; street and off&#45;road use&#46; </p><b>Features</b><ul><li>Transmission Roller Slide Thrust Bearing</li><li>High quality construction and durability</li><li>Variety of styles for every type of accessory</li></ul>- SKU: MTRST97297,Winters WIN67562 Transmission Roller Slide Thrust Bearing,,,Automotive Specialty Parts,Replacement Auto Parts,"Kettle and Caramel Corn, Replacement Auto Parts",OTHER PARTS,Vehicle Parts & Accessories,"028400675215, 00028400675215",,,00028400675215,028400675215,1,1573675315888,9/24/2018 2:10:52 PM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:028400675215.json
Jack Links 3.25oz Jl Jalapeno Beef Jerky,508RK7T9ZZHS,617584502,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/017082883902/26575/26576,Jack Links 3.25oz Jl Jalapeno Beef Jerky,"<li>MADE WITH 100% BEEF: Jack Link's Jalape?o Beef Jerky starts with carefully selected cuts of lean, 100% premium beef, marinated in Jack Link's signature blend of herbs and spices with real jalape?o and red chilies. The craft continues by slowly cookin</li><li>GOOD SOURCE OF PROTEIN: Jack Link's Jalape?o Beef Jerky helps satisfy your hunger any time of day.
</li><li>SNACK DRAWER SAVVY: Keep a bag on hand at home, at work and in the car...next to the tissues. Jalape?o Beef Jerky is ready-to-eat when you're ready to eat.
</li>",,,Jerky & Dried Meats,Jack Link's Beef Jerky,Jack Link's Beef Jerky,JERKY AND DRIED MEAT,Food & Beverage,017082883902,,,00017082883902,017082883902,1,1573675315872,6/14/2017 5:40:45 PM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:017082883902.json
"Campbell Soup Pepperidge Farm Brightside Granola, 1.6 oz",3XJFTZ5KD5WH,149393718,,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/014100044932/30113/30114,"Granola, Soft Baked, Cinnamon Brown Sugar, Brightside, Wrapper 1.6 OZ 100% whole grain. Good food, good energy, great mornings! Per 1 Piece: 200 calories; 1 g sat fat (5% DV); 170 mg sodium (7% DV); 8 g sugars. Questions or comments? Contact us at 1-888-737-7374. Baked in USA.   Contains: wheat, soy, eggs, milk. Do not purchase if package is open or torn. 1.6 oz (45 g) Norwalk, CT 06856 888-737-7374","<ul><li>Granola, Soft Baked, Cinnamon Brown Sugar</li><li>100% whole grain. Good food, good energy, great mornings! Per 1 Piece: 200 calories; 1 g sat fat (5% DV); 170 mg sodium (7% DV); 8 g sugars. Questions or comments? Contact us at 1-888-737-7374. Baked in USA.</li></ul>",,,Cookies,Shop All Cookies,Shop All Cookies,COOKIES,Food & Beverage,014100044932,,,00014100044932,014100044932,1,1573675315736,5/10/2016 8:36:58 PM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:014100044932.json
Nine Ducks Nine (Paperback),5UPJ63PQ026D,783566,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-F0F87710D10649D69FB1DB16142A22FF@AQMBAgA/9780763612849/7110,"Candlewick has selected NINE DUCKS NINE to be a BIG Book because it exemplifies the qualities -- rhythmic texts, repetitive words, dynamic illustrations, and engaging story lines -- that make large-format books so useful in helping children to read and learn.","Candlewick has selected NINE DUCKS NINE to be a BIG Book because it exemplifies the qualities -- rhythmic texts, repetitive words, dynamic illustrations, and engaging story lines -- that make large-format books so useful in helping children to read and learn.",,,Books,Birds Kids' Books,"Counting & Numbers Kids' Books, Birds Kids' Books, Foxes Kids' Books",ANIMALS,Books & Magazines,9780763612849,,,09780763612849,,1,1573675315557,3/25/2016 3:03:19 AM,11/13/2019 8:01:55 PM,1573674805
14k White Gold Georgia Tech Yellow Jackets School Letters Lapel Pin 15x15mm,3KEWUL5CBLDV,115573623,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-036CBBFA02984D80A31269F875F02B99@AQQBAQA/JSN-118702/4899,Attributes:<br />Genuine 14k White Gold - Avg Weight: 1.98 gr.<br />Charm/Element Size with Bale: 15 mm x 15 mm  (for perspective please see additional pictures for item set against an inch ruler)<br />30 Day Hassle Free Returns<br />100% Satisfaction Guarantee<br /><br /><br />Other Specs:<br />Accessory Type: Pin & Hair Accessories<br />City / State / Country: Georgia<br />Finish: Polished<br />Gender: Unisex<br />Licensed By: NCAA<br />Licensed Organization: Georgia Institute of Technology<br />Licensed Through: LogoArt LLC<br />Manufacturing Process: Laser Cut<br />Relative Size: Medium<br />Length: 15 mm<br />Width: 15 mm<br />Primary Material: Gold<br />Primary Material Purity: 14K<br />Plating Material: Rhodium,Genuine 14k White Gold - Avg Weight: 1.98 gr.<br />Charm/Element Size with Bale: 15 mm x 15 mm  (for perspective please see additional pictures for item set against an inch ruler)<br />30 Day Hassle Free Returns<br />100% Satisfaction Guarantee<br />,,,Button Pins,NCAA Apparel,NCAA Apparel,JEWELRY AND WATCHES MISC L4,Jewelry,JSN-118702,,,00193812598695,193812598695,1,1573675315533,11/13/2019 8:01:55 PM,11/13/2019 8:01:55 PM,036CBBFA02984D80A31269F875F02B99@AQQBAQA
"ALEKO 6AFORG Decorative Realistic Artificial Fruits, Set of 6 Oranges",0ZGCK4M184OX,54829753,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-99660A4A3BBC46098D3A848252F30FC3@ARABAQA/bfb202143fc84d8f854886c4a35dcad1/0,Give your home an extra touch of elegance with this lovely set of faux fruits from ALEKO. This product is sure to delight you and your guests.,"<br><b>ALEKO 6AFORG Decorative Realistic Artificial Fruits, Set of 6 Oranges:</b><ul><li>Artificial orange decorations<li>Perfect for decoration<li>Realistic look</ul>",,,Artificial Fruits & Vegetables,All Artificial Plants and Flowers,"All Artificial Plants and Flowers, Artificial Fruits and Vegetables",DECORATIVE ACCESSORIES,"Home Decor, Kitchen, & Other",bfb202143fc84d8f854886c4a35dcad1,,,00013964951059,013964951059,1,1572760172436,9/24/2016 5:17:01 AM,11/13/2019 8:01:55 PM,
"Salvaged 2-Pane Wood Window Frame, 28"" x 16"" x 1.25"", Weathered Wood",4UAMHNFYY8R5,45454845,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-DFC08D77AA52479F99ADE5F9829CC0D9@ARABCgA/3fc25bac9bf74f02b0e3c5e6b862969d/0,This is the perfect start for home decor projects and more.,"<br><b>Salvaged 2-Pane Wood Window Frame, 28"" x 16"" x 1.25"", Weathered Wood:</b><ul><li>Junkyard and nostalgia inspired treasures<li>One 28"" x 15-1/2"" x 1-1/4"" salvaged 2 pan wood window frame</ul>",,,Window & Door Frames,Craft Kits,Craft Kits,WINDOW HARDWARE,Furniture,3fc25bac9bf74f02b0e3c5e6b862969d,,,00700254535609,700254535609,1,1573634822991,12/20/2015 7:02:35 AM,11/13/2019 8:01:55 PM,
Disney Kingdoms: The Haunted Mansion (Set),73R2CM0NC9J6,552818307,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,PIG-F0F87710D10649D69FB1DB16142A22FF@AQMBAgA/9781614795865/9105,"DISNEY KINGDOMS: THE HAUNTED MANSION - WILLIAMSON, JOSHUA/ COELHO, JORGE (ILT)/ BEAULIEU, JEAN-FRANCOIS (ILT)","DISNEY KINGDOMS: THE HAUNTED MANSION - WILLIAMSON, JOSHUA/ COELHO, JORGE (ILT)/ BEAULIEU, JEAN-FRANCOIS (ILT)",,,Books,General Comic Books for Kids,General Comic Books for Kids,CHILDRENS AND TEEN,Media,9781614795865,,,09781614795865,,1,1573675315448,5/2/2017 8:56:49 PM,11/13/2019 8:01:55 PM,1573674805
"Betty Crocker Bisquick Original Pancake and Baking Mix, 120 oz",217SD2FVZ1L8,477661511,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/016000362376/23949/23950,"<p>Pancake mix makes fluffy, mouth-watering pancakes, waffles, and more. Quick and easy breakfast; just add water and pour onto griddle.</p>","<ul><li>Pancake mix makes fluffy, mouth-watering pancakes, waffles, and more</li><li>Quick and easy breakfast; just add water and pour onto griddle</li><li>Easy to personalize with fruits, nuts or chocolate chips</li><li>Stock up your pantry with an easy and delicious breakfast option for everyone</li><li>The Red Spoon is my promise of great taste, quality, and convenience; This is a product you and your family will enjoy, I guarantee it - Betty Crocker</li></ul>",,,Baking Mixes,All Baking Mixes,All Baking Mixes,BAKING MIXES,Food & Beverage,016000362376,,,00016000362376,016000362376,1,1573675315399,6/20/2018 6:37:40 PM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:016000362376.json
"Cracker Barrel Cheese Dip & Crackers Jalapeno Jack, 2.75 OZ",5PWDZBRHR3XE,185590333,,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/021000067312/26595/26596,<p>Dip into a deliciously different snack from Cracker Barrel Cheese. Bold Jalapeno Jack cheese dip paired with whole wheat crackers creates an unforgettable taste with no artificial flavors or preservatives.</p><p>Dip into a deliciously different snack from Cracker Barrel Cheese. Bold Jalapeno Jack cheese dip paired with whole wheat crackers creates an unforgettable taste with no artificial flavors or preservatives.</p>,"<ul><li>Premium quality cheese</li><li>Single-serve snack containing woven wheat crackers with jalapeño jack cheese dip</li><li>No artificial flavors</li><li>Kosher Certified</li><li>7 grams of protein per serving; 230 calories per serving</li><li>Cracker Barrel Cheese Dip &amp; Crackers Jalapeno Jack.</li><li>No artificial flavors or preservatives.</li><li>Cheese dip &amp; woven whole wheat crackers.</li><li>Per package: 230 Calories.</li><li>6g Sat fat, 30% DV.</li><li>470mg Sodium, 20% DV.</li><li>1g Sugars.</li><li>6-2.75 oz Packages.</li><li>Net Wt.</li><li>16.5 oz (467 g).</li></ul>",,,Snack Crackers,Snack Crackers,Snack Crackers,CRACKERS,Food & Beverage,021000067312,,,00021000067312,021000067312,1,1573675315217,7/6/2018 4:37:10 AM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:021000067312.json
"Garden of Eatin The Hain Celestial Garden of Eatin  All Natural Tortilla Chips, 7.5 oz",594SPGQV9KHT,31007854,ACTIVE,ACTIVE,,PRODUCT_PROCESSED,CET-cba4b5f8-fb21-4b39-a39c-e8e00c72d81f/015839005904/30946/30947,"All Natural Tortilla Chips, Bite-Size, Mini White Rounds 7.5 oz (212 g) Made with organic white corn. Made with no genetically engineered ingredients. Garden of Eatin&amp;apos; Mini White Rounds are packed with the fabulous flavor from our famous Southwestern corn chips into convenient, bite-size white corn tortilla discs. These fun-dipping, easy-eating, little rounds are packed with organic corn kernels that you can taste and even see! They&amp;apos;re handy, since they fit nicely into tight spots like your mouth, or a salsa jar. Maintaining the tradition of high quality snacks made with organic corn, these minis are made with no genetically engineered ingredients. For a little bite with a lot of corn taste, open up a bag today! We&amp;apos;re proud of the taste and crunchiness of our minis. But most of all, at Garden of Eatin&amp;apos; we&amp;apos;re proud of our tradition of creating the finest in all natural snack foods. We use only the highest quality organic ingredients. And each batch of chips is made to order. That&amp;apos;s what makes Garden of Eatin&amp;apos; snacks so tasty. Garden of Eatin&amp;apos;s commitment to selling products made with organic ingredients means understanding that all the decisions we make have consequences--all the way down to the individual farmer we buy from. We are mindful of the soil, the water, biodiversity and even worker health. When Al Jacobson founded Garden of Eatin&amp;apos; over 25 years ago, he knew that buying organic crops from farmers who grew them without pesticides and synthetic fertilizers would be better for your health and for the environment as well. Even our oils are different. They aren&amp;apos;t extracted chemically. We crush seeds mechanically in a press. It makes a difference you can taste. And the water. It&amp;apos;s not just tap water from a big spigot in the manufacturing plant. It&amp;apos;s filtered water. Clean. Clear. Fresh. Those little tastebuds on your tongue will tell you right away. Imagine: All the thought and care went into these wonderful, tasty, Mini White Rounds Corn Chips. We&amp;apos;re so proud of them. And we think you will be too. Low in Sodium. No preservatives. No hydrogenated oil. Certified Organic by Quality Assurance International (QAI). Product of USA.    7.5 oz (212 g) Melville, NY 11747 800-434-4246 2004 The Hain Celestial Group Inc.","Our mini Rounds and Strips are packed with the fabulous flavor of our popular Southwestern corn chips in fun, convenient, bite-size tortilla discs and strips- These dippable snacks are packed with organic corn kernels, and fit nicely into tight spots ? like a salsa jar, or your mouth! Our Minis are made with no genetically engineered ingredients, never any hydrogenated oil and no preservatives- (Note: This Product Description Is Informational Only- Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use- For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use-)UPC: 015839005904 U SKU: SPDSP16119 SKU: SPDSP16119",,,Snack Chips,Tortilla Chips & Corn Chips,"Chips & Crisps, Organic Foods, Tortilla Chips & Corn Chips",CHIPS,Alcoholic Beverages,015839005904,,,00015839005904,015839005904,1,1573675315145,9/5/2015 11:52:00 AM,11/13/2019 8:01:55 PM,cba4b5f8-fb21-4b39-a39c-e8e00c72d81f:015839005904.json
